Time [us],Protocol,Packet Length (Layer 3) [Byte]
57298639,IEC 60870-5 ASDU,252
57399080,IEC 60870-5 ASDU,292
57399081,IEC 60870-5 ASDU,252
57499214,IEC 60870-5 ASDU,292
57499215,IEC 60870-5 ASDU,252
57599130,IEC 60870-5 ASDU,292
57599131,IEC 60870-5 ASDU,252
57661040,TCP,46
57699120,IEC 60870-5 ASDU,292
57699121,IEC 60870-5 ASDU,252
57789472,IEC 60870-5 ASDU,292
57789473,IEC 60870-5 ASDU,252
57908878,IEC 60870-5 ASDU,292
57908878,IEC 60870-5 ASDU,252
57998973,IEC 60870-5 ASDU,292
57998975,IEC 60870-5 ASDU,252
58080988,TCP,46
58089133,IEC 60870-5 ASDU,292
58121378,IEC 60870-5 ASDU,252
58199114,IEC 60870-5 ASDU,292
58199115,IEC 60870-5 ASDU,252
58299130,IEC 60870-5 ASDU,292
58299131,IEC 60870-5 ASDU,252
58380710,TCP,46
58397265,IEC 60870-5-104,46
58413117,IEC 60870-5 ASDU,292
58413117,IEC 60870-5 ASDU,252
58480800,TCP,46
58499062,IEC 60870-5 ASDU,292
58499063,IEC 60870-5 ASDU,252
58599134,IEC 60870-5 ASDU,292
58599135,IEC 60870-5 ASDU,252
58699265,IEC 60870-5 ASDU,292
58699265,IEC 60870-5 ASDU,252
58809069,IEC 60870-5 ASDU,292
58809071,IEC 60870-5 ASDU,252
58841144,TCP,46
58899033,IEC 60870-5 ASDU,292
58899034,IEC 60870-5 ASDU,252
58999214,IEC 60870-5 ASDU,292
58999215,IEC 60870-5 ASDU,252
59099143,IEC 60870-5 ASDU,292
59099143,IEC 60870-5 ASDU,252
59199105,IEC 60870-5 ASDU,292
59199106,IEC 60870-5 ASDU,252
59240978,TCP,46
59298730,IEC 60870-5 ASDU,292
59298731,IEC 60870-5 ASDU,252
59399089,IEC 60870-5 ASDU,292
59399090,IEC 60870-5 ASDU,252
59499103,IEC 60870-5 ASDU,292
59499104,IEC 60870-5 ASDU,252
59609029,IEC 60870-5 ASDU,292
59609029,IEC 60870-5 ASDU,252
59640759,TCP,46
59699192,IEC 60870-5 ASDU,292
59699193,IEC 60870-5 ASDU,252
59799048,IEC 60870-5 ASDU,292
59799048,IEC 60870-5 ASDU,252
59899012,IEC 60870-5 ASDU,292
59899012,IEC 60870-5 ASDU,252
59999198,IEC 60870-5 ASDU,292
59999198,IEC 60870-5 ASDU,252
60040758,TCP,46
60099094,IEC 60870-5 ASDU,292
60099094,IEC 60870-5 ASDU,252
60199037,IEC 60870-5 ASDU,292
60199039,IEC 60870-5 ASDU,252
60298996,IEC 60870-5 ASDU,292
60298996,IEC 60870-5 ASDU,252
60409115,IEC 60870-5 ASDU,292
60409117,IEC 60870-5 ASDU,252
60440563,TCP,46
60498884,IEC 60870-5 ASDU,292
60498884,IEC 60870-5 ASDU,252
60598867,IEC 60870-5 ASDU,292
60598868,IEC 60870-5 ASDU,252
60698904,IEC 60870-5 ASDU,292
60698905,IEC 60870-5 ASDU,252
60809115,IEC 60870-5 ASDU,292
60809117,IEC 60870-5 ASDU,252
60840386,TCP,46
60898800,IEC 60870-5 ASDU,292
60898801,IEC 60870-5 ASDU,252
60998351,IEC 60870-5 ASDU,292
60998353,IEC 60870-5 ASDU,252
61098883,IEC 60870-5 ASDU,292
61098883,IEC 60870-5 ASDU,252
61208994,IEC 60870-5 ASDU,292
61208995,IEC 60870-5 ASDU,252
61240485,TCP,46
61298857,IEC 60870-5 ASDU,292
61298857,IEC 60870-5 ASDU,252
61398896,IEC 60870-5 ASDU,292
61398896,IEC 60870-5 ASDU,252
61498762,IEC 60870-5 ASDU,292
61498764,IEC 60870-5 ASDU,252
61608847,IEC 60870-5 ASDU,292
61608848,IEC 60870-5 ASDU,252
61640494,TCP,46
61699020,IEC 60870-5 ASDU,292
61699021,IEC 60870-5 ASDU,252
61798870,IEC 60870-5 ASDU,292
61798871,IEC 60870-5 ASDU,252
61898868,IEC 60870-5 ASDU,292
61898869,IEC 60870-5 ASDU,252
61998783,IEC 60870-5 ASDU,292
61998784,IEC 60870-5 ASDU,252
62040601,TCP,46
62098755,IEC 60870-5 ASDU,292
62098756,IEC 60870-5 ASDU,252
62198931,IEC 60870-5 ASDU,292
62198932,IEC 60870-5 ASDU,252
62298702,IEC 60870-5 ASDU,292
62298703,IEC 60870-5 ASDU,252
62398155,IEC 60870-5 ASDU,292
62398156,IEC 60870-5 ASDU,252
62420882,TCP,46
62498751,IEC 60870-5 ASDU,292
62498751,IEC 60870-5 ASDU,252
62598786,IEC 60870-5 ASDU,292
62598788,IEC 60870-5 ASDU,252
62698564,IEC 60870-5 ASDU,292
62698564,IEC 60870-5 ASDU,252
62798107,IEC 60870-5 ASDU,292
62798107,IEC 60870-5 ASDU,252
62840500,TCP,46
62898718,IEC 60870-5 ASDU,292
62898719,IEC 60870-5 ASDU,252
62998684,IEC 60870-5 ASDU,292
62998684,IEC 60870-5 ASDU,252
63098856,IEC 60870-5 ASDU,292
63098857,IEC 60870-5 ASDU,252
63198048,IEC 60870-5 ASDU,292
63198049,IEC 60870-5 ASDU,252
63240670,TCP,46
63298366,IEC 60870-5 ASDU,292
63298366,IEC 60870-5 ASDU,252
63398296,IEC 60870-5 ASDU,292
63398296,IEC 60870-5 ASDU,252
63498634,IEC 60870-5 ASDU,292
63498634,IEC 60870-5 ASDU,252
63598039,IEC 60870-5 ASDU,292
63598064,IEC 60870-5 ASDU,252
63640316,TCP,46
63698234,IEC 60870-5 ASDU,292
63698235,IEC 60870-5 ASDU,252
63808733,IEC 60870-5 ASDU,292
63808734,IEC 60870-5 ASDU,252
63898128,IEC 60870-5 ASDU,292
63898129,IEC 60870-5 ASDU,252
63998035,IEC 60870-5 ASDU,292
63998036,IEC 60870-5 ASDU,252
64020331,TCP,46
64098657,IEC 60870-5 ASDU,292
64098658,IEC 60870-5 ASDU,252
64198000,IEC 60870-5 ASDU,292
64198002,IEC 60870-5 ASDU,252
64298711,IEC 60870-5 ASDU,292
64298712,IEC 60870-5 ASDU,252
64398576,IEC 60870-5 ASDU,292
64398576,IEC 60870-5 ASDU,252
64448568,TCP,46
64498578,IEC 60870-5 ASDU,292
64498578,IEC 60870-5 ASDU,252
64598504,IEC 60870-5 ASDU,292
64598504,IEC 60870-5 ASDU,252
64697904,IEC 60870-5 ASDU,292
64697904,IEC 60870-5 ASDU,252
64798446,IEC 60870-5 ASDU,292
64798446,IEC 60870-5 ASDU,252
64840331,TCP,46
64897944,IEC 60870-5 ASDU,292
64897945,IEC 60870-5 ASDU,252
64997982,IEC 60870-5 ASDU,292
64997982,IEC 60870-5 ASDU,252
65098466,IEC 60870-5 ASDU,292
65098467,IEC 60870-5 ASDU,252
65198461,IEC 60870-5 ASDU,292
65198462,IEC 60870-5 ASDU,252
65240115,TCP,46
65298411,IEC 60870-5 ASDU,292
65298413,IEC 60870-5 ASDU,252
65408011,IEC 60870-5 ASDU,292
65408180,IEC 60870-5 ASDU,252
65498361,IEC 60870-5 ASDU,292
65498361,IEC 60870-5 ASDU,252
65598375,IEC 60870-5 ASDU,292
65598375,IEC 60870-5 ASDU,252
65640192,TCP,46
65698065,IEC 60870-5 ASDU,292
65698065,IEC 60870-5 ASDU,252
65808589,IEC 60870-5 ASDU,292
65808589,IEC 60870-5 ASDU,252
65898094,IEC 60870-5 ASDU,292
65898095,IEC 60870-5 ASDU,252
65998380,IEC 60870-5 ASDU,292
65998380,IEC 60870-5 ASDU,252
66040286,TCP,46
66098446,IEC 60870-5 ASDU,292
66098448,IEC 60870-5 ASDU,252
66207910,IEC 60870-5 ASDU,292
66207911,IEC 60870-5 ASDU,252
66298330,IEC 60870-5 ASDU,292
66298330,IEC 60870-5 ASDU,252
66397681,IEC 60870-5 ASDU,292
66397718,IEC 60870-5 ASDU,252
66439823,TCP,46
66497751,IEC 60870-5 ASDU,292
66497751,IEC 60870-5 ASDU,252
66608513,IEC 60870-5 ASDU,292
66608514,IEC 60870-5 ASDU,252
66698219,IEC 60870-5 ASDU,292
66698220,IEC 60870-5 ASDU,252
66798133,IEC 60870-5 ASDU,292
66798134,IEC 60870-5 ASDU,252
66839850,TCP,46
66898148,IEC 60870-5 ASDU,292
66898149,IEC 60870-5 ASDU,252
66998218,IEC 60870-5 ASDU,292
66998219,IEC 60870-5 ASDU,252
67097937,IEC 60870-5 ASDU,292
67097937,IEC 60870-5 ASDU,252
67197948,IEC 60870-5 ASDU,292
67197950,IEC 60870-5 ASDU,252
67239783,TCP,46
67298178,IEC 60870-5 ASDU,292
67298178,IEC 60870-5 ASDU,252
67398148,IEC 60870-5 ASDU,292
67398149,IEC 60870-5 ASDU,252
67498169,IEC 60870-5 ASDU,292
67498170,IEC 60870-5 ASDU,252
67598143,IEC 60870-5 ASDU,292
67598144,IEC 60870-5 ASDU,252
67639706,TCP,46
67698106,IEC 60870-5 ASDU,292
67698108,IEC 60870-5 ASDU,252
67798107,IEC 60870-5 ASDU,292
67798107,IEC 60870-5 ASDU,252
67908168,IEC 60870-5 ASDU,292
67908169,IEC 60870-5 ASDU,252
67998090,IEC 60870-5 ASDU,292
67998091,IEC 60870-5 ASDU,252
68040312,TCP,46
68098089,IEC 60870-5 ASDU,292
68098090,IEC 60870-5 ASDU,252
68198121,IEC 60870-5 ASDU,292
68198121,IEC 60870-5 ASDU,252
68307941,IEC 60870-5 ASDU,292
68307943,IEC 60870-5 ASDU,252
68398055,IEC 60870-5 ASDU,292
68398056,IEC 60870-5 ASDU,252
68439676,TCP,46
68498045,IEC 60870-5 ASDU,292
68498048,IEC 60870-5 ASDU,252
68598072,IEC 60870-5 ASDU,292
68598073,IEC 60870-5 ASDU,252
68698017,IEC 60870-5 ASDU,292
68698017,IEC 60870-5 ASDU,252
68797657,IEC 60870-5 ASDU,292
68797658,IEC 60870-5 ASDU,252
68840288,TCP,46
68898059,IEC 60870-5 ASDU,292
68898060,IEC 60870-5 ASDU,252
68997969,IEC 60870-5 ASDU,292
68997969,IEC 60870-5 ASDU,252
69098027,IEC 60870-5 ASDU,292
69098028,IEC 60870-5 ASDU,252
69208022,IEC 60870-5 ASDU,292
69208023,IEC 60870-5 ASDU,252
69240072,TCP,46
69298019,IEC 60870-5 ASDU,292
69298020,IEC 60870-5 ASDU,252
69398091,IEC 60870-5 ASDU,292
69398091,IEC 60870-5 ASDU,252
69497489,IEC 60870-5 ASDU,292
69497490,IEC 60870-5 ASDU,252
69598212,IEC 60870-5 ASDU,292
69598212,IEC 60870-5 ASDU,252
69649957,TCP,46
69698226,IEC 60870-5 ASDU,292
69698227,IEC 60870-5 ASDU,252
69797807,IEC 60870-5 ASDU,292
69797807,IEC 60870-5 ASDU,252
69897486,IEC 60870-5 ASDU,292
69897486,IEC 60870-5 ASDU,252
69998006,IEC 60870-5 ASDU,292
69998007,IEC 60870-5 ASDU,252
70060089,TCP,46
70097935,IEC 60870-5 ASDU,292
70097936,IEC 60870-5 ASDU,252
70197758,IEC 60870-5 ASDU,292
70197759,IEC 60870-5 ASDU,252
70297972,IEC 60870-5 ASDU,292
70297973,IEC 60870-5 ASDU,252
70397722,IEC 60870-5 ASDU,292
70397723,IEC 60870-5 ASDU,252
70497464,IEC 60870-5 ASDU,292
70497464,IEC 60870-5 ASDU,252
70597669,IEC 60870-5 ASDU,292
70597670,IEC 60870-5 ASDU,252
70697966,IEC 60870-5 ASDU,292
70697967,IEC 60870-5 ASDU,252
70797975,IEC 60870-5 ASDU,292
70797976,IEC 60870-5 ASDU,252
70897399,IEC 60870-5 ASDU,292
70897400,IEC 60870-5 ASDU,252
70997708,IEC 60870-5 ASDU,292
70997709,IEC 60870-5 ASDU,252
71097337,IEC 60870-5 ASDU,292
71097337,IEC 60870-5 ASDU,252
71197777,IEC 60870-5 ASDU,292
71197778,IEC 60870-5 ASDU,252
71289809,TCP,46
71297403,IEC 60870-5 ASDU,292
71297403,IEC 60870-5 ASDU,252
71397328,IEC 60870-5 ASDU,292
71397328,IEC 60870-5 ASDU,252
71497270,IEC 60870-5 ASDU,292
71497271,IEC 60870-5 ASDU,252
71597793,IEC 60870-5 ASDU,292
71597793,IEC 60870-5 ASDU,252
71659980,TCP,46
71697882,IEC 60870-5 ASDU,292
71697882,IEC 60870-5 ASDU,252
71797770,IEC 60870-5 ASDU,292
71797771,IEC 60870-5 ASDU,252
71897784,IEC 60870-5 ASDU,292
71897785,IEC 60870-5 ASDU,252
71997237,IEC 60870-5 ASDU,292
71997409,IEC 60870-5 ASDU,252
72080039,TCP,46
72097309,IEC 60870-5 ASDU,292
72097310,IEC 60870-5 ASDU,252
72197729,IEC 60870-5 ASDU,292
72197729,IEC 60870-5 ASDU,252
72297712,IEC 60870-5 ASDU,292
72297713,IEC 60870-5 ASDU,252
72397784,IEC 60870-5 ASDU,292
72397785,IEC 60870-5 ASDU,252
72449624,TCP,46
72508067,IEC 60870-5 ASDU,292
72508068,IEC 60870-5 ASDU,252
72597727,IEC 60870-5 ASDU,292
72597727,IEC 60870-5 ASDU,252
72697156,IEC 60870-5 ASDU,292
72697156,IEC 60870-5 ASDU,252
72797554,IEC 60870-5 ASDU,292
72797556,IEC 60870-5 ASDU,252
72889148,TCP,46
72897734,IEC 60870-5 ASDU,292
72897734,IEC 60870-5 ASDU,252
72997120,IEC 60870-5 ASDU,292
72997120,IEC 60870-5 ASDU,252
73097660,IEC 60870-5 ASDU,292
73097661,IEC 60870-5 ASDU,252
73197538,IEC 60870-5 ASDU,292
73197539,IEC 60870-5 ASDU,252
73219510,TCP,46
73297509,IEC 60870-5 ASDU,292
73297510,IEC 60870-5 ASDU,252
73397541,IEC 60870-5 ASDU,292
73397542,IEC 60870-5 ASDU,252
73497749,IEC 60870-5 ASDU,292
73497750,IEC 60870-5 ASDU,252
73597468,IEC 60870-5 ASDU,292
73597469,IEC 60870-5 ASDU,252
73639548,TCP,46
73697571,IEC 60870-5 ASDU,292
73697572,IEC 60870-5 ASDU,252
73797537,IEC 60870-5 ASDU,292
73797538,IEC 60870-5 ASDU,252
73897589,IEC 60870-5 ASDU,292
73897591,IEC 60870-5 ASDU,252
73997609,IEC 60870-5 ASDU,292
73997610,IEC 60870-5 ASDU,252
74049522,TCP,46
74107763,IEC 60870-5 ASDU,292
74107764,IEC 60870-5 ASDU,252
74197072,IEC 60870-5 ASDU,292
74197074,IEC 60870-5 ASDU,252
74297484,IEC 60870-5 ASDU,292
74297484,IEC 60870-5 ASDU,252
74397090,IEC 60870-5 ASDU,292
74397090,IEC 60870-5 ASDU,252
74448952,TCP,46
74507615,IEC 60870-5 ASDU,292
74507616,IEC 60870-5 ASDU,252
74597569,IEC 60870-5 ASDU,292
74597570,IEC 60870-5 ASDU,252
74697206,IEC 60870-5 ASDU,292
74697207,IEC 60870-5 ASDU,252
74797486,IEC 60870-5 ASDU,292
74797487,IEC 60870-5 ASDU,252
74839433,TCP,46
74896921,IEC 60870-5 ASDU,292
74896922,IEC 60870-5 ASDU,252
74997556,IEC 60870-5 ASDU,292
74997557,IEC 60870-5 ASDU,252
75097259,IEC 60870-5 ASDU,292
75097259,IEC 60870-5 ASDU,252
75197424,IEC 60870-5 ASDU,292
75197425,IEC 60870-5 ASDU,252
75269294,TCP,46
75297334,IEC 60870-5 ASDU,292
75297335,IEC 60870-5 ASDU,252
75397295,IEC 60870-5 ASDU,292
75397296,IEC 60870-5 ASDU,252
75497298,IEC 60870-5 ASDU,292
75497298,IEC 60870-5 ASDU,252
75597316,IEC 60870-5 ASDU,292
75597318,IEC 60870-5 ASDU,252
75638945,TCP,46
75697465,IEC 60870-5 ASDU,292
75697467,IEC 60870-5 ASDU,252
75796945,IEC 60870-5 ASDU,292
75796946,IEC 60870-5 ASDU,252
75897002,IEC 60870-5 ASDU,292
75897002,IEC 60870-5 ASDU,252
75997496,IEC 60870-5 ASDU,292
75997497,IEC 60870-5 ASDU,252
76038925,TCP,46
76097095,IEC 60870-5 ASDU,292
76097095,IEC 60870-5 ASDU,252
76197031,IEC 60870-5 ASDU,292
76197032,IEC 60870-5 ASDU,252
76297047,IEC 60870-5 ASDU,292
76297048,IEC 60870-5 ASDU,252
76397257,IEC 60870-5 ASDU,292
76397258,IEC 60870-5 ASDU,252
76438964,TCP,46
76497005,IEC 60870-5 ASDU,292
76497006,IEC 60870-5 ASDU,252
76596819,IEC 60870-5 ASDU,292
76596820,IEC 60870-5 ASDU,252
76696964,IEC 60870-5 ASDU,292
76696965,IEC 60870-5 ASDU,252
76796964,IEC 60870-5 ASDU,292
76796964,IEC 60870-5 ASDU,252
76839484,TCP,46
76896929,IEC 60870-5 ASDU,292
76896929,IEC 60870-5 ASDU,252
76996760,IEC 60870-5 ASDU,292
76996761,IEC 60870-5 ASDU,252
77107650,IEC 60870-5 ASDU,292
77107650,IEC 60870-5 ASDU,252
77196952,IEC 60870-5 ASDU,292
77196953,IEC 60870-5 ASDU,252
77238869,TCP,46
77296921,IEC 60870-5 ASDU,292
77296922,IEC 60870-5 ASDU,252
77396789,IEC 60870-5 ASDU,292
77396790,IEC 60870-5 ASDU,252
77507471,IEC 60870-5 ASDU,292
77507471,IEC 60870-5 ASDU,252
77597213,IEC 60870-5 ASDU,292
77597214,IEC 60870-5 ASDU,252
77639148,TCP,46
77696863,IEC 60870-5 ASDU,292
77696863,IEC 60870-5 ASDU,252
77796583,IEC 60870-5 ASDU,292
77796708,IEC 60870-5 ASDU,252
77896867,IEC 60870-5 ASDU,292
77896869,IEC 60870-5 ASDU,252
77996803,IEC 60870-5 ASDU,292
77996803,IEC 60870-5 ASDU,252
78039421,TCP,46
78096751,IEC 60870-5 ASDU,292
78096752,IEC 60870-5 ASDU,252
78196619,IEC 60870-5 ASDU,292
78196619,IEC 60870-5 ASDU,252
78307310,IEC 60870-5 ASDU,292
78307310,IEC 60870-5 ASDU,252
78397056,IEC 60870-5 ASDU,292
78397057,IEC 60870-5 ASDU,252
78419097,TCP,46
78426952,IEC 60870-5-104,46
78496779,IEC 60870-5 ASDU,292
78496779,IEC 60870-5 ASDU,252
78596728,IEC 60870-5 ASDU,292
78596728,IEC 60870-5 ASDU,252
78697034,IEC 60870-5 ASDU,292
78697035,IEC 60870-5 ASDU,252
78796481,IEC 60870-5 ASDU,292
78796482,IEC 60870-5 ASDU,252
78896685,IEC 60870-5 ASDU,292
78896685,IEC 60870-5 ASDU,252
78996942,IEC 60870-5 ASDU,292
78996943,IEC 60870-5 ASDU,252
79096433,IEC 60870-5 ASDU,292
79096450,IEC 60870-5 ASDU,252
79207371,IEC 60870-5 ASDU,292
79207371,IEC 60870-5 ASDU,252
79288497,TCP,46
79296624,IEC 60870-5 ASDU,292
79296624,IEC 60870-5 ASDU,252
79396918,IEC 60870-5 ASDU,292
79396918,IEC 60870-5 ASDU,252
79496569,IEC 60870-5 ASDU,292
79496570,IEC 60870-5 ASDU,252
79596602,IEC 60870-5 ASDU,292
79596603,IEC 60870-5 ASDU,252
79638711,TCP,46
79696626,IEC 60870-5 ASDU,292
79696627,IEC 60870-5 ASDU,252
79796557,IEC 60870-5 ASDU,292
79796557,IEC 60870-5 ASDU,252
79896452,IEC 60870-5 ASDU,292
79896452,IEC 60870-5 ASDU,252
79996636,IEC 60870-5 ASDU,292
79996636,IEC 60870-5 ASDU,252
80038942,TCP,46
80096783,IEC 60870-5 ASDU,292
80096784,IEC 60870-5 ASDU,252
80196512,IEC 60870-5 ASDU,292
80196512,IEC 60870-5 ASDU,252
80296874,IEC 60870-5 ASDU,292
80296875,IEC 60870-5 ASDU,252
80396964,IEC 60870-5 ASDU,292
80396965,IEC 60870-5 ASDU,252
80438921,TCP,46
80496418,IEC 60870-5 ASDU,292
80496418,IEC 60870-5 ASDU,252
80596585,IEC 60870-5 ASDU,292
80596585,IEC 60870-5 ASDU,252
80696674,IEC 60870-5 ASDU,292
80696675,IEC 60870-5 ASDU,252
80796670,IEC 60870-5 ASDU,292
80796671,IEC 60870-5 ASDU,252
80838553,TCP,46
80896421,IEC 60870-5 ASDU,292
80896422,IEC 60870-5 ASDU,252
80996692,IEC 60870-5 ASDU,292
80996692,IEC 60870-5 ASDU,252
81096651,IEC 60870-5 ASDU,292
81096652,IEC 60870-5 ASDU,252
81196518,IEC 60870-5 ASDU,292
81196518,IEC 60870-5 ASDU,252
81239115,TCP,46
81296923,IEC 60870-5 ASDU,292
81296924,IEC 60870-5 ASDU,252
81396349,IEC 60870-5 ASDU,292
81396349,IEC 60870-5 ASDU,252
81496305,IEC 60870-5 ASDU,292
81496292,IEC 60870-5 ASDU,252
81596884,IEC 60870-5 ASDU,292
81596885,IEC 60870-5 ASDU,252
81639045,TCP,46
81696924,IEC 60870-5 ASDU,292
81696925,IEC 60870-5 ASDU,252
81796322,IEC 60870-5 ASDU,292
81796322,IEC 60870-5 ASDU,252
81896684,IEC 60870-5 ASDU,292
81896684,IEC 60870-5 ASDU,252
81996404,IEC 60870-5 ASDU,292
81996405,IEC 60870-5 ASDU,252
82039027,TCP,46
82096641,IEC 60870-5 ASDU,292
82096642,IEC 60870-5 ASDU,252
82196258,IEC 60870-5 ASDU,292
82196258,IEC 60870-5 ASDU,252
82296641,IEC 60870-5 ASDU,292
82296642,IEC 60870-5 ASDU,252
82396210,IEC 60870-5 ASDU,292
82396211,IEC 60870-5 ASDU,252
82438310,TCP,46
82496316,IEC 60870-5 ASDU,292
82496318,IEC 60870-5 ASDU,252
82596203,IEC 60870-5 ASDU,292
82596204,IEC 60870-5 ASDU,252
82696216,IEC 60870-5 ASDU,292
82696216,IEC 60870-5 ASDU,252
82796171,IEC 60870-5 ASDU,292
82796172,IEC 60870-5 ASDU,252
82838836,TCP,46
82896449,IEC 60870-5 ASDU,292
82896450,IEC 60870-5 ASDU,252
82996214,IEC 60870-5 ASDU,292
82996214,IEC 60870-5 ASDU,252
83096475,IEC 60870-5 ASDU,292
83096475,IEC 60870-5 ASDU,252
83196148,IEC 60870-5 ASDU,292
83196148,IEC 60870-5 ASDU,252
83238913,TCP,46
83296499,IEC 60870-5 ASDU,292
83296500,IEC 60870-5 ASDU,252
83396614,IEC 60870-5 ASDU,292
83396614,IEC 60870-5 ASDU,252
83496169,IEC 60870-5 ASDU,292
83496170,IEC 60870-5 ASDU,252
83596243,IEC 60870-5 ASDU,292
83596243,IEC 60870-5 ASDU,252
83638889,TCP,46
83695998,IEC 60870-5 ASDU,292
83695999,IEC 60870-5 ASDU,252
83796185,IEC 60870-5 ASDU,292
83796185,IEC 60870-5 ASDU,252
83896519,IEC 60870-5 ASDU,292
83896520,IEC 60870-5 ASDU,252
83996054,IEC 60870-5 ASDU,292
83996101,IEC 60870-5 ASDU,252
84038496,TCP,46
84096100,IEC 60870-5 ASDU,292
84096100,IEC 60870-5 ASDU,252
84196057,IEC 60870-5 ASDU,292
84196058,IEC 60870-5 ASDU,252
84296011,IEC 60870-5 ASDU,292
84296011,IEC 60870-5 ASDU,252
84396028,IEC 60870-5 ASDU,292
84396029,IEC 60870-5 ASDU,252
84438801,TCP,46
84506617,IEC 60870-5 ASDU,292
84506618,IEC 60870-5 ASDU,252
84595966,IEC 60870-5 ASDU,292
84595967,IEC 60870-5 ASDU,252
84696063,IEC 60870-5 ASDU,292
84696063,IEC 60870-5 ASDU,252
84795963,IEC 60870-5 ASDU,292
84795963,IEC 60870-5 ASDU,252
84838729,TCP,46
84906513,IEC 60870-5 ASDU,292
84906513,IEC 60870-5 ASDU,252
84995978,IEC 60870-5 ASDU,292
84995978,IEC 60870-5 ASDU,252
85095908,IEC 60870-5 ASDU,292
85095908,IEC 60870-5 ASDU,252
85195913,IEC 60870-5 ASDU,292
85195914,IEC 60870-5 ASDU,252
85238045,TCP,46
85292406,IEC 60870-5 ASDU,292
85292406,IEC 60870-5 ASDU,252
85395961,IEC 60870-5 ASDU,292
85395963,IEC 60870-5 ASDU,252
85495886,IEC 60870-5 ASDU,292
85495887,IEC 60870-5 ASDU,252
85595965,IEC 60870-5 ASDU,292
85595966,IEC 60870-5 ASDU,252
85638672,TCP,46
85695953,IEC 60870-5 ASDU,292
85695954,IEC 60870-5 ASDU,252
